Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,NameASCII,PlayerId,MLBAMID
"Michael Busch","CHC",63,253,9,35,32,25,60,1,0,0.246696035,0.416666666,0.32796244988799567,-2.820064654573798,3.4527853229302483,113.02157627286473,120.30088243531307,105.43463780956593,101.59813128398041,108.18647170809666,121.08645494993408,0.17462001414969563,0.19051719782873988,0.011578601430336594,0.9411630749445428,"Michael Busch",26319,683737
"Jonathan India","CIN",65,288,9,43,24,35,58,4,0,0.223140495,0.603448275,0.3181839562379397,-0.13581204261572566,-0.6265577598941601,98.05610383607693,147.95337636548217,89.5340202359994,104.29969606524025,97.38046830619078,108.29825461475451,0.23195206350646913,-0.5487037233542651,0.8091981615981058,0.9187978627436849,"Jonathan India",21523,663697
"Luis Arraez","SDP",59,267,2,35,21,9,6,6,1,0.334645669,1.5,0.3345501373211543,-6.6050000209361315,6.496821046884728,118.93684491543823,41.037469457059714,9.990622941825654,115.72077159966874,99.61622385656817,42.78269823174391,0.4130473481491208,0.4076201533898711,0.031666734640250216,0.9133998550741601,"Luis Arraez",18568,650333
"Taylor Ward","LAA",64,272,9,30,26,20,72,1,0,0.248979591,0.277777777,0.3176734107820427,-0.8450108170509338,0.6373137719193933,104.60941486717532,90.79506465395635,117.84615040507236,100.98449131244803,105.82712732654005,109.3902598319854,-0.673511765897274,-0.2073970665805973,-0.4814525932281408,0.9076778123047492,"Taylor Ward",17548,621493
"Josh Naylor","CLE",65,270,9,34,45,25,37,3,0,0.252066115,0.675675675,0.32483153845836865,-3.4370893854647875,3.2126127457200013,112.50634419686558,114.33452631787573,61.008418669621655,105.7146197504402,105.05866411359943,105.4727018391984,0.2049360778182745,0.25403399718925357,-0.059166765950080746,0.8991198945974226,"Josh Naylor",18839,647304
"Bryan Reynolds","PIT",63,278,9,35,38,21,64,5,2,0.286852589,0.328125,0.34305753764035046,-7.321273326873779,6.287616080175478,118.45493755461358,91.96526432627772,102.34997927624158,111.86713157112055,108.7132758980595,96.77492421155922,2.0854922260623425,0.9704966930439696,1.0815359956937955,0.8562550067412412,"Bryan Reynolds",19326,668804
"James Wood","WSN",65,276,5,35,34,32,81,12,7,0.268595041,0.395061728,0.33500673857602203,-6.568670108914375,5.534039669820355,115.99450941964817,141.1530345466722,130.47536401147363,113.82753619300551,99.43058347803917,84.52546684489467,0.7425889323931187,0.4890730460174382,0.3247116702113205,0.8492295311332787,"James Wood",29518,695578
"Jorge Soler","- - -",59,240,9,37,28,36,62,1,0,0.256157635,0.580645161,0.370280039558808,-9.753093799576163,9.61886151002243,139.5922325130677,182.61673905855227,114.8505364410236,117.67927596040333,119.75500062957951,144.84875257790264,1.2045901408419013,1.3483293266035616,-0.05223378181978533,0.8172269241235168,"Jorge Soler",14221,624585
"Lane Thomas","- - -",67,258,4,30,24,23,74,15,8,0.25,0.31081081,0.3169061525385509,-3.652379844803363,2.863442428778983,105.31608797881411,109.13777112499533,127.63969557552922,106.7028955265369,95.49089041905741,84.00090979884699,-0.5954027632251382,-0.15369025317977503,-0.46799617490571843,0.8055044269836773,"Lane Thomas",16939,657041
"Keibert Ruiz","WSN",59,226,9,27,32,8,21,2,0,0.259259259,0.38095238,0.31535228401158766,-0.5838541612029076,0.5929839461587747,102.72194263445982,43.0953957617599,41.31078357132697,91.26959850551862,111.39907969715186,121.33415546747246,-0.678014111937955,-0.22092526219785213,-0.4854795618522355,0.7835019415836417,"Keibert Ruiz",19610,660688
"Michael Toglia","COL",69,278,16,40,29,38,81,7,1,0.236286919,0.469135802,0.35351154045625166,-7.43166378326714,5.690102813739706,114.76577393154366,166.41333562147085,129.53669250065343,107.68849491393595,121.41525672402236,161.82882099003598,-0.6679452287498862,0.46004172967514023,-1.1263368387188528,0.7834098339274301,"Michael Toglia",25845,669911
"Matt Olson","ATL",69,293,13,34,46,28,71,0,0,0.235521235,0.394366197,0.3262265676054461,-3.6451711542904377,1.2714613277977866,108.18994025872257,116.34285938706743,107.73164958311874,99.64176922290008,112.05976746307836,138.21056047038587,-0.0948342663468793,0.17913059222337324,-0.27662568388064424,0.77030002441402,"Matt Olson",14344,621566
"Ezequiel Tovar","COL",65,290,11,35,31,8,86,2,3,0.238970588,0.093023255,0.29414376053776775,6.41326967254281,-9.065942674046433,74.67497307654074,33.584686724037766,131.8417730060484,82.92788487726068,108.52796941358041,126.90473365039443,-1.508363887667656,-1.1087986212223768,-0.4367638546233299,0.7312059756701124,"Ezequiel Tovar",24064,678662
